phase,dataset,kir,data_seed,distance,k_gate,method,config_hash,guard_violation,eval_results,run_manifest,validation_oos_f1,validation_id_recall,validation_fpr95,test_oos_precision,test_oos_recall,test_oos_f1,test_id_recall,test_oos_rejection,test_auroc,test_aupr_oos,test_fpr95,run_elapsed_seconds,test_scoring_seconds,test_samples_per_second,process_peak_rss_mb
baselines,banking77_oos,50,13,,,knn,91ef2bec723d3e666872a401da1fa1d47575689e891a0dddc8c4a3077b6deedb,False,baselines/banking77_oos/kir50_seed13/knn/eval_results.json,baselines/banking77_oos/kir50_seed13/knn/run_manifest.json,0.8270561106840891,0.9021601016518425,0.420584498094028,0.9635354736424891,0.7892857142857143,0.8677494199535963,0.908,0.7892857142857143,0.9268548701298701,0.9747990132053923,0.373,,0.032241929991869256,126543.29319085089,1228.61328125
baselines,banking77_oos,50,13,,,lof,0d4877fa6b1837f9bfc8c8f6c79e9136197d96369f6dbd3f33596aa0353329d4,False,baselines/banking77_oos/kir50_seed13/lof/eval_results.json,baselines/banking77_oos/kir50_seed13/lof/run_manifest.json,0.7446457990115322,0.9047013977128335,0.5527318932655655,0.9588313413014609,0.7032467532467532,0.8113879003558719,0.907,0.7032467532467532,0.8957383116883116,0.963109679320347,0.508,,0.11618800900760107,35115.49973916056,1237.0703125
baselines,banking77_oos,50,13,,,msp,83bd03ae91aad6e720898d29e0eb6e9b0d65a23cc8d906e34759ef6f984bb3fe,False,baselines/banking77_oos/kir50_seed13/msp/eval_results.json,baselines/banking77_oos/kir50_seed13/msp/run_manifest.json,0.7043330501274426,0.9034307496823379,0.613722998729352,0.9554810914313069,0.6480519480519481,0.7722963822789708,0.907,0.6480519480519481,0.8802571428571428,0.9539274822964585,0.553,,0.007619219977641478,535487.8861579949,1228.61328125
baselines,banking77_oos,50,42,,,energy,f3d4aea48b4e4432831c675214386518164198b5c9f143c96314299b5412df3f,False,baselines/banking77_oos/kir50_seed42/energy/eval_results.json,baselines/banking77_oos/kir50_seed42/energy/run_manifest.json,0.8318452380952381,0.8891855807743658,0.42857142857142855,0.9517795637198623,0.8074675324675324,0.873704549446689,0.874,0.8074675324675324,0.9128714285714286,0.9683957262892432,0.446,,0.010175111994612962,400978.38747721753,1239.0390625
baselines,banking77_oos,50,42,,,entropy,1e6cd4a0a22d580e28979b436bbff846ee0209c255cd347f8baca5a0bac90dc0,False,baselines/banking77_oos/kir50_seed42/entropy/eval_results.json,baselines/banking77_oos/kir50_seed42/entropy/run_manifest.json,0.845163663111438,0.8891855807743658,0.3391188251001335,0.9543051359516617,0.8204545454545454,0.8823324022346368,0.879,0.8204545454545454,0.9256042207792208,0.9723156131346545,0.333,,0.008085441018920392,504610.69352340436,1239.0390625
baselines,banking77_oos,50,42,,,knn,4e1a4e18eb2137bf30da5865eadfc6b8666f0830fdede3a49be4308eab57ba52,False,baselines/banking77_oos/kir50_seed42/knn/eval_results.json,baselines/banking77_oos/kir50_seed42/knn/run_manifest.json,0.842609657206045,0.8891855807743658,0.3324432576769025,0.952561669829222,0.814935064935065,0.8783902012248469,0.875,0.814935064935065,0.9248967532467534,0.9737492966128742,0.337,,0.03618063000612892,112767.52227113946,1239.0390625
baselines,banking77_oos,50,42,,,lof,df8060d5b3e16317a11ce9bec2807c8b4cbe48c2569a916ede449754ee2fd924,False,baselines/banking77_oos/kir50_seed42/lof/eval_results.json,baselines/banking77_oos/kir50_seed42/lof/run_manifest.json,0.777561355668095,0.890520694259012,0.4979973297730307,0.9501257334450964,0.736038961038961,0.8294914013904134,0.881,0.736038961038961,0.8954870129870129,0.963134419869123,0.468,,0.10710082098376006,38094.94607533083,1239.0390625
baselines,banking77_oos,50,42,,,msp,bcaf56c7886e6b39310cfcc66b5fa15ad62d825b28c41df0456e90b60022b2a9,False,baselines/banking77_oos/kir50_seed42/msp/eval_results.json,baselines/banking77_oos/kir50_seed42/msp/run_manifest.json,0.8684684684684685,0.8891855807743658,0.3177570093457944,0.9539641943734015,0.8477272727272728,0.8977135980746089,0.874,0.8477272727272728,0.9267646103896103,0.9717826214937378,0.308,,0.00833343100384809,489594.26172917214,1239.0390625
baselines,banking77_oos,50,87,,,energy,bd5f0edbb96aeff7772553f2cb82f6bf11b6c0e0086847bd3a63eafa1b21cd9c,False,baselines/banking77_oos/kir50_seed87/energy/eval_results.json,baselines/banking77_oos/kir50_seed87/energy/run_manifest.json,0.7685076380728555,0.8853333333333333,0.5426666666666666,0.9469920067311738,0.7308441558441559,0.824995418728239,0.874,0.7308441558441559,0.8868675324675325,0.9600826712653339,0.547,,0.008662981999805197,470969.4652593929,1239.0390625
baselines,banking77_oos,50,87,,,entropy,a7d17516cf2f44428f60bcd7d9515b63f645ac2f9917aea27daa4a5612fb4f02,False,baselines/banking77_oos/kir50_seed87/entropy/eval_results.json,baselines/banking77_oos/kir50_seed87/entropy/run_manifest.json,0.7675421403371226,0.8853333333333333,0.49333333333333335,0.9438818565400844,0.7262987012987013,0.8209174311926606,0.867,0.7262987012987013,0.8906483766233766,0.9599421957863916,0.486,,0.00509427601355128,800898.8890956821,1239.0390625
baselines,banking77_oos,50,87,,,knn,89d1f24115c2f65192683b9cc445cb7b147017496e0cc500b4e974d28525dce5,False,baselines/banking77_oos/kir50_seed87/knn/eval_results.json,baselines/banking77_oos/kir50_seed87/knn/run_manifest.json,0.80441400304414,0.8866666666666667,0.37066666666666664,0.9541284403669725,0.7766233766233767,0.8562734920350814,0.885,0.7766233766233767,0.9166746753246753,0.9709064376351594,0.391,,0.05248018397833221,77743.6298943718,1239.0390625
baselines,banking77_oos,50,87,,,lof,443e8b162507dbfbd13e636dde71a8d5f47bf66a18c902df565bdf970d974476,False,baselines/banking77_oos/kir50_seed87/lof/eval_results.json,baselines/banking77_oos/kir50_seed87/lof/run_manifest.json,0.783752417794971,0.8853333333333333,0.484,0.948566610455312,0.7305194805194806,0.8253851797505503,0.878,0.7305194805194806,0.8994948051948052,0.9651143000246847,0.46,,0.10114977599005215,40336.22378364198,1239.0390625
baselines,banking77_oos,50,87,,,msp,445c0463d88527a1ef5ff48db73ac3ad0e5224fd7e152821f68cc3f416eb3ab5,False,baselines/banking77_oos/kir50_seed87/msp/eval_results.json,baselines/banking77_oos/kir50_seed87/msp/run_manifest.json,0.7651217596229379,0.8853333333333333,0.512,0.9451350192884698,0.7159090909090909,0.8147053389987068,0.872,0.7159090909090909,0.8821668831168831,0.9528530910377888,0.497,,0.009590403991751373,425425.2483533722,1239.0390625
baselines,banking77_oos,75,13,,,energy,d8390d1a11ad590e517d45af7da8da52063138d642afc4f08e2eba6556ed7509,False,baselines/banking77_oos/kir75_seed13/energy/eval_results.json,baselines/banking77_oos/kir75_seed13/energy/run_manifest.json,0.6319444444444444,0.9062768701633706,0.6758383490971626,0.9232938522278624,0.639453125,0.7555965843526425,0.9105263157894737,0.639453125,0.8720854749177631,0.925200409756088,0.6256578947368421,,0.006731197005137801,606132.905764875,1239.0390625
baselines,banking77_oos,75,13,,,entropy,39ca5f63f55097235eec8eea52b54544f05e77007c32bef7da1b4b7c8350cf55,False,baselines/banking77_oos/kir75_seed13/entropy/eval_results.json,baselines/banking77_oos/kir75_seed13/entropy/run_manifest.json,0.6797093348239239,0.9071367153912295,0.7248495270851246,0.9260679079956189,0.660546875,0.7710898312813498,0.9111842105263158,0.660546875,0.8774892064144737,0.9270891590809456,0.625,,0.007041828008368611,579395.0086754843,1239.0390625
baselines,banking77_oos,75,13,,,knn,126cc53d271d0612d8512b60681b133082648b9c7650e84431c314c6f9f141cc,False,baselines/banking77_oos/kir75_seed13/knn/eval_results.json,baselines/banking77_oos/kir75_seed13/knn/run_manifest.json,0.7597061909758657,0.9062768701633706,0.41960447119518485,0.9313014029995162,0.751953125,0.8320726172465961,0.906578947368421,0.751953125,0.9233442125822368,0.9546319160997065,0.36776315789473685,,0.07749598799273372,52647.886757473876,1239.0390625
baselines,banking77_oos,75,13,,,lof,60b89ac03c29ac2ef8a1017a19a665ab82e6429894b25cf9d2e9ae706b1f684a,False,baselines/banking77_oos/kir75_seed13/lof/eval_results.json,baselines/banking77_oos/kir75_seed13/lof/run_manifest.json,0.695364238410596,0.9062768701633706,0.5485812553740327,0.9397525551371705,0.682421875,0.7906766236705137,0.9263157894736842,0.682421875,0.9015554327713815,0.9418067577987823,0.47960526315789476,,0.23374923699884675,17454.602429440783,1239.0390625
baselines,banking77_oos,75,13,,,msp,07a487aad0f6f0228d1c66b9061d62c04210a829dc0e7b3c2a6ec8c0cd102bfc,False,baselines/banking77_oos/kir75_seed13/msp/eval_results.json,baselines/banking77_oos/kir75_seed13/msp/run_manifest.json,0.6598639455782312,0.9062768701633706,0.7196904557179707,0.9187358916478555,0.6359375,0.7516158818097877,0.9052631578947369,0.6359375,0.8682491262335525,0.9176574311283832,0.6269736842105263,,0.005684036994352937,717799.6913203521,1239.0390625
baselines,banking77_oos,75,42,,,energy,a935a1ee070571754fd2518a009e91ecf04a0945021ef7c93f004076d657dad1,False,baselines/banking77_oos/kir75_seed42/energy/eval_results.json,baselines/banking77_oos/kir75_seed42/energy/run_manifest.json,0.7556701030927835,0.8979057591623036,0.424956369982548,0.9283276450511946,0.74375,0.8258512253307309,0.9032894736842105,0.74375,0.9114982524671054,0.9446230416991318,0.42697368421052634,,0.011334373004501686,359966.97818040237,1239.0390625
baselines,banking77_oos,75,42,,,entropy,5410f65d6cded35a9c33b34a4c00214480ca10f6027ec7d180a6506bad8b2638,False,baselines/banking77_oos/kir75_seed42/entropy/eval_results.json,baselines/banking77_oos/kir75_seed42/entropy/run_manifest.json,0.7633196721311475,0.8979057591623036,0.3769633507853403,0.9275996112730807,0.745703125,0.826764833261152,0.9019736842105263,0.745703125,0.9140668688322368,0.9438646775869037,0.37894736842105264,,0.009186301991576329,444139.54644004576,1239.0390625
baselines,banking77_oos,75,42,,,knn,4e24cd289bfa0228860434fe63007d3dda62d57562fb7cf094e8200f0ffd4221,False,baselines/banking77_oos/kir75_seed42/knn/eval_results.json,baselines/banking77_oos/kir75_seed42/knn/run_manifest.json,0.7675012774655084,0.8987783595113438,0.424956369982548,0.9252873563218391,0.7546875,0.8313253012048193,0.8973684210526316,0.7546875,0.9198087993421051,0.9532164317109229,0.3875,,0.06975017697550356,58494.475238864354,1244.77734375
baselines,banking77_oos,75,42,,,lof,a9d7a18533a459987d40f3e49fd23e937a1e24344d59c95ac4048740cd6c82bc,False,baselines/banking77_oos/kir75_seed42/lof/eval_results.json,baselines/banking77_oos/kir75_seed42/lof/run_manifest.json,0.7301420305102577,0.8979057591623036,0.5724258289703316,0.9236641221374046,0.708984375,0.8022099447513812,0.9013157894736842,0.708984375,0.8986361533717107,0.9420946048576403,0.4486842105263158,,0.23762197201722302,17170.129367095222,1246.30859375
baselines,banking77_oos,75,42,,,msp,e7fea50dc794231c6dd71f4fbf111a45b3cda48f708aec4ef7e1fed87b8457bc,False,baselines/banking77_oos/kir75_seed42/msp/eval_results.json,baselines/banking77_oos/kir75_seed42/msp/run_manifest.json,0.7446697867914717,0.8979057591623036,0.4013961605584642,0.9199793495095508,0.69609375,0.7925283522348232,0.8980263157894737,0.69609375,0.9000030838815789,0.9301795028789852,0.40328947368421053,,0.00581061199773103,702163.5589492446,1239.0390625
baselines,banking77_oos,75,87,,,energy,dd72ebfac1d4bc26086dccbbf8fdf095649f1b947c3aa47b96c7f3cd40115fb4,False,baselines/banking77_oos/kir75_seed87/energy/eval_results.json,baselines/banking77_oos/kir75_seed87/energy/run_manifest.json,0.7158671586715867,0.8867595818815331,0.5182926829268293,0.9209726443768997,0.71015625,0.8019408910454345,0.8973684210526316,0.71015625,0.8947915810032894,0.9372309609473984,0.4901315789473684,,0.012554968998301774,324970.9338630684,1246.30859375
baselines,banking77_oos,75,87,,,entropy,a37e1e23c44ca63d70147fc8a1f7d37cbeb48c9c2550bd3b4b1e6740c57519ea,False,baselines/banking77_oos/kir75_seed87/entropy/eval_results.json,baselines/banking77_oos/kir75_seed87/entropy/run_manifest.json,0.7371695178849145,0.8867595818815331,0.46602787456445993,0.9157164105106594,0.721484375,0.8070788726239895,0.8881578947368421,0.721484375,0.9016352282072368,0.9387577515575154,0.40921052631578947,,0.009337032010080293,436969.6918244703,1246.30859375
baselines,banking77_oos,75,87,,,knn,9a3806e26a707f7202338dfd00993c7b52fbcdbc231e81c7f2b7e7361331a559,False,baselines/banking77_oos/kir75_seed87/knn/eval_results.json,baselines/banking77_oos/kir75_seed87/knn/run_manifest.json,0.7299270072992701,0.8867595818815331,0.4573170731707317,0.9086491739552964,0.73046875,0.8098744045041143,0.8763157894736842,0.73046875,0.9026721833881579,0.9420229675022905,0.41842105263157897,,0.0868376620055642,46984.2221194137,1246.30859375
baselines,banking77_oos,75,87,,,lof,bf74c1ed5ef6a601f40efba9dde7723ac4565630a36a7afe889e86877145fe62,False,baselines/banking77_oos/kir75_seed87/lof/eval_results.json,baselines/banking77_oos/kir75_seed87/lof/run_manifest.json,0.6836127636560303,0.8876306620209059,0.5209059233449478,0.8993183009963294,0.669921875,0.7678531452876651,0.8736842105263158,0.669921875,0.8784545898437501,0.9280394854759839,0.5,,0.2086752820177935,19551.908403085818,1246.30859375
baselines,banking77_oos,75,87,,,msp,5bbfedeac9367fbda971c14f25861c6b7626d20237ddef1e31ee93ef03d7d8e2,False,baselines/banking77_oos/kir75_seed87/msp/eval_results.json,baselines/banking77_oos/kir75_seed87/msp/run_manifest.json,0.7507692307692307,0.8867595818815331,0.45993031358885017,0.9045783132530121,0.733203125,0.8099244875943905,0.8697368421052631,0.733203125,0.8940992495888158,0.9300332270489092,0.4256578947368421,,0.00786900901584886,518489.6842515404,1246.30859375
baselines,clinc150,25,13,,,energy,81479cbd1afb5418c78324db08ffb660a734961c5d2edee991efb8f00eba55a8,False,baselines/clinc150/kir25_seed13/energy/eval_results.json,baselines/clinc150/kir25_seed13/energy/run_manifest.json,0.9532908704883227,0.8355263157894737,0.14342105263157895,0.946866485013624,0.9564220183486238,0.9516202647193063,0.7947368421052632,0.9564220183486238,0.9651752374054402,0.9902399787507604,0.1850877192982456,,0.011612408008659258,473631.30850196653,1170.15234375
baselines,clinc150,25,13,,,entropy,04a864a56ca5e98b8f1edacfe38e15f6fae828478de85d21fe6d3176be5884ac,False,baselines/clinc150/kir25_seed13/entropy/eval_results.json,baselines/clinc150/kir25_seed13/entropy/run_manifest.json,0.9466040153780436,0.8342105263157895,0.18421052631578946,0.9436875567665758,0.9532110091743119,0.9484253765403925,0.7824561403508772,0.9532110091743119,0.9620018509576693,0.9896599238613942,0.20701754385964913,,0.007601440011058003,723547.1163357225,1170.15234375
baselines,clinc150,25,13,,,knn,bb65b6ee82010fcbec60afa741999b684fd052aa7aeb5ec10442e8b82884a37e,False,baselines/clinc150/kir25_seed13/knn/eval_results.json,baselines/clinc150/kir25_seed13/knn/run_manifest.json,0.9251348435814455,0.8013157894736842,0.275,0.9373239436619718,0.9158256880733945,0.9264501160092807,0.7657894736842106,0.9158256880733945,0.9435401577337841,0.9840237388715053,0.3131578947368421,,0.05762350300210528,95447.16501874343,1190.71484375
baselines,clinc150,25,13,,,lof,32c9de740c13241b10c479e9444e042f8a1c75bfe675ff44d23a71c8b080d3f3,False,baselines/clinc150/kir25_seed13/lof/eval_results.json,baselines/clinc150/kir25_seed13/lof/run_manifest.json,0.9221116399826915,0.8013157894736842,0.2736842105263158,0.9312514565369377,0.9165137614678899,0.9238238353947521,0.7412280701754386,0.9165137614678899,0.9303983582810236,0.9797521709980412,0.35789473684210527,,0.21534461199189536,25540.457915924064,1220.58203125
baselines,clinc150,25,13,,,msp,e7fe2d29036152285ab07b05d3b47cba472eb3f039af23b687be05e7f52c1dbb,False,baselines/clinc150/kir25_seed13/msp/eval_results.json,baselines/clinc150/kir25_seed13/msp/run_manifest.json,0.9397487758143496,0.8026315789473685,0.21710526315789475,0.9399092970521542,0.9506880733944955,0.9452679589509693,0.7675438596491229,0.9506880733944955,0.956296475132786,0.9880344133962127,0.2307017543859649,,0.014259096991736442,385718.6751157811,1110.91796875
baselines,clinc150,25,42,,,energy,834a45b059e485d9f5da426abd6aa42894a658b34aeb86c12eec10000f3ddc9a,False,baselines/clinc150/kir25_seed42/energy/eval_results.json,baselines/clinc150/kir25_seed42/energy/run_manifest.json,0.9556629544021853,0.8092105263157895,0.1631578947368421,0.9465648854961832,0.9669724770642202,0.9566598593147265,0.7912280701754386,0.9669724770642202,0.964070094962176,0.9890039236268924,0.1570175438596491,,0.010949992021778598,502283.47098892584,1230.33984375
baselines,clinc150,25,42,,,entropy,bcfe659525c7d74c0a4384e242dbc995d42664cfb6828ba51ab7ac4fc0983c40,False,baselines/clinc150/kir25_seed42/entropy/eval_results.json,baselines/clinc150/kir25_seed42/entropy/run_manifest.json,0.9493457154917687,0.8039473684210526,0.17763157894736842,0.9455981941309255,0.9607798165137614,0.9531285551763368,0.7885964912280702,0.9607798165137614,0.9628138580395944,0.9888069652521628,0.17105263157894737,,0.015503360977163538,354761.78411258716,1237.91015625
baselines,clinc150,25,42,,,knn,2112510da8adb96359a8cd37c900c80e38582cb15ae0cf71ea85d113feffa058,False,baselines/clinc150/kir25_seed42/knn/eval_results.json,baselines/clinc150/kir25_seed42/knn/run_manifest.json,0.9041336851363236,0.8,0.38421052631578945,0.9501111385527291,0.8823394495412844,0.9149720537519325,0.8228070175438597,0.8823394495412844,0.9183749798808949,0.9694469111934276,0.3385964912280702,,0.05388530099298805,102068.65135105583,1248.4375
baselines,clinc150,25,42,,,lof,b2b0c1f27650bb0768ab5cef99852d16972ff1aed646d2600ad05610106ff6bf,False,baselines/clinc150/kir25_seed42/lof/eval_results.json,baselines/clinc150/kir25_seed42/lof/run_manifest.json,0.9043745878214993,0.8,0.32763157894736844,0.9491939423546654,0.8912844036697247,0.9193281286964751,0.8175438596491228,0.8912844036697247,0.9204983502333817,0.9711989524699739,0.2956140350877193,,0.1515198849956505,36298.86598816969,1248.4375
baselines,clinc150,25,42,,,msp,bb2a56f50c8b77c419df1a22cb951155aff9522b6c5248a3eeb98952fc61a795,False,baselines/clinc150/kir25_seed42/msp/eval_results.json,baselines/clinc150/kir25_seed42/msp/run_manifest.json,0.9458544839255499,0.8,0.19078947368421054,0.9428635953026197,0.9575688073394495,0.9501593081474738,0.7780701754385965,0.9575688073394495,0.9542296394656367,0.9853952075075142,0.2,,0.008682334009790793,633470.2159347733,1226.06640625
baselines,clinc150,25,87,,,energy,4847262a0edb9b0b593146671ba8dde3b15e95495f356b414ded5cc6e871142e,False,baselines/clinc150/kir25_seed87/energy/eval_results.json,baselines/clinc150/kir25_seed87/energy/run_manifest.json,0.9478132262835411,0.8026315789473685,0.18157894736842106,0.9504748982360922,0.9639908256880734,0.9571851514461398,0.8078947368421052,0.9639908256880734,0.9686435699340094,0.9911111138150929,0.14912280701754385,,0.011957684007938951,459955.288695406,1248.4375
