experiment_id,stage,protocol_version,experiment_family,research_question,hypothesis,datasets,kirs,seeds,representations,k_values,distances,status,planned_units,completed_units,failed_units,start_time,end_time,provenance_sha256,config_sha256,summary_path,main_result,decision,repeat_policy,supersedes,notes
statistical_stability_v1,ANALYSIS_STATISTICAL_STABILITY_V1,protocol_v2_textoir_v1,paired_seed_stability_and_method_ranking,"Are Trainable K=1 gains stable across five seeds and how do fair methods rank by dataset and KIR?","Same-split paired bootstrap and rank summaries should separate stable effects from seed noise without rerunning any model.",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,trainable_minilm|frozen_minilm|mogb,1|2|mixed,mixed,complete,486,486,0,2026-08-08,2026-08-08,7d3a9979924670af16b84f49aab259166dd7547bcfa78512f426bbef9e4d1f27,analysis_only,results/analysis/archive/analysis/statistical_stability_v1/MANIFEST.json,"486 paired effect rows and rank summaries; Trainable wins 9/9 Frozen/Random dataset-KIR comparisons and ranks first in 8/9 dataset-KIR cells by OOS F1.","Keep as post-hoc statistical evidence; do not pool incompatible external baselines or call this SOTA.",do_not_repeat,cross_dataset_intent_risk_visuals_v1,"Bootstrap RNG 20260725 with 10000 repetitions; five seeds per pair; no threshold/model selection or artifact mutation."
cross_dataset_intent_risk_visuals_v1,ANALYSIS_CROSS_DATASET_INTENT_RISK_VISUALS_V1,protocol_v2_textoir_v1,intent_level_error_visualization,"Which intents absorb OOS or reject Known samples under Trainable K=1 Frozen K=2 and MOGB components?","Existing intent-level attribution should reveal whether global trade-offs are concentrated in a few boundary intents and whether MOGB conservatism is uniform.",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,trainable_minilm|frozen_minilm|mogb,1|2|mixed,mixed,complete,4641,4641,0,2026-08-08,2026-08-08,5a359c25a4ff6b229ca12fab402344ba77f9f38448bb7f587039632cb088ea38d,analysis_only,results/analysis/archive/analysis/cross_dataset_intent_risk_visuals_v1/MANIFEST.json,"Four intent-risk figures and three CSVs; StackOverflow Frozen K2 top five OOS acceptor intents account for 64.9 percent of false acceptance at KIR=.50; MOGB lowers false acceptance with large Known false-rejection cost.","Keep as post-hoc mechanism evidence; do not use intent rankings for method selection or SOTA claims.",do_not_repeat,cross_dataset_error_attribution_v1,"No training or threshold selection; source is audited intent summary and external baseline rows remain blocked."
cross_dataset_error_attribution_v1,ANALYSIS_CROSS_DATASET_ERROR_ATTRIBUTION_V1,protocol_v2_textoir_v1,cross_dataset_sample_error_attribution,"Do Trainable K=1's OOS and coverage advantage and MOGB conservatism persist across datasets and KIR?","Align existing predictions by sample_id across three datasets and three KIR values to separate representation gains from boundary false acceptance and Known over-rejection.",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,trainable_minilm|frozen_minilm|mogb,1|2|mixed,mixed,complete,1890000,1890000,0,2026-08-08,2026-08-08,e996dd5dc2d6c6dbe0a9b56cfb7ce98bafbecff857732620b64f08c681cd692d,analysis_only,results/analysis/archive/analysis/cross_dataset_error_attribution_v1/MANIFEST.json,"315 source runs and 1890000 aligned prediction rows; Trainable lowers false acceptance versus Frozen K1 K2 and Random in all 9 dataset-KIR cells while MOGB lowers false acceptance by sharply increasing Known false rejection.","Keep as frozen-prediction mechanism evidence; do not infer cross-supervision SOTA or use test predictions for tuning.",do_not_repeat,stackoverflow_error_attribution_v2,"No training or artifact mutation; external ADB DA-ADB DCLOOS remain outside due runtime and contract blocker."
historical_k_kir_ablation,historical,legacy,cluster_separability_v19,Does a small K improve OOS separation across KIR?,There is no universal best K,CLINC150|BANKING77-OOS|StackOverflow,25|50|75,13|42|87,Frozen,1|2|3|4|5,euclidean|mahalanobis_diag,complete,685,685,0,,,legacy_manifest,legacy_config,../artifacts/s2c/outputs/experiments/cluster_separability_v19/,Dataset-conditional K effects,Use only as historical evidence,do_not_repeat,,Not protocol_v2_textoir_v1.
experiment_analysis_master_v1,ANALYSIS_EXPERIMENT_ANALYSIS_MASTER_V1,protocol_v2_textoir_v1,authoritative_fair_matrix_analysis,"What is the current reproducible performance and mechanism picture across the completed fair matrix?","Correct metric-direction ranking and visual error-budget decomposition should distinguish balanced Trainable performance from conservative MOGB components without rerunning experiments.",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,trainable_minilm|frozen_minilm|mogb,1|2|mixed,euclidean|mahalanobis_diag|mixed,complete,63,63,0,2026-08-09,2026-08-09,f824c777d963f4ff371e6cfa0cb2340d902a923c85f5687e1d690a4f83da26de,analysis_only,results/analysis/archive/analysis/experiment_analysis_master_v1/MANIFEST.json,"Trainable K=1 ranks first in OOS F1 in 8/9 cells and F1-All in 9/9; StackOverflow Frozen K=2 false acceptance is 47.17% at KIR=.50.","Use as the authoritative analysis entry; do not call it external-baseline SOTA and do not use it to select new parameters.",do_not_repeat,,"Analysis-only; source is the audited cross_protocol_tradeoff_v1 five-seed summary; external ADB/DA-ADB/DCLOOS remain contract/runtime-separated."
visual_analysis_index_v1,ANALYSIS_VISUAL_ANALYSIS_INDEX_V1,protocol_v2_textoir_v1,evidence_chain_index,"Can the completed experiments be read as a coherent visual evidence chain?","A curated performance/representation/decision/contract index should make mechanism conclusions auditable without adding new training.",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,trainable_minilm|frozen_minilm|mogb,1|2|mixed,euclidean|mahalanobis_diag|mixed,complete,6,6,0,2026-08-09,2026-08-09,f824c777d963f4ff371e6cfa0cb2340d902a923c85f5687e1d690a4f83da26de,analysis_only,docs/analysis/VISUAL_ANALYSIS_INDEX_V1.md,"Six main figures and appendix evidence are organized into performance, representation, decision-error and external-contract layers.","Use as a reading/index artifact only; it does not select models or establish SOTA.",do_not_repeat,,"No model run; references frozen artifacts and current five-seed master analysis."
historical_kmeans_random,historical,legacy,cluster_separability_v20,Does KMeans beat random partition?,Semantic partitions should outperform size-matched random controls,CLINC150|BANKING77-OOS|StackOverflow,25|50|75,13|42|87,Frozen,2|3|4|5,euclidean|mahalanobis_diag,complete,105,105,0,,,legacy_manifest,legacy_config,../artifacts/s2c/outputs/experiments/cluster_separability_v20/random_partition_summary.csv,Historical random control,Use only as historical evidence,do_not_repeat,historical_k_kir_ablation,Not canonical protocol.
historical_near_far_oos,historical,legacy,near_oos_analysis,Are near-OOS samples the main bottleneck?,Near-OOS has higher representation collision,CLINC150|BANKING77-OOS|StackOverflow,25|50|75,42,Frozen|CE|SupCon|CE-Recon,1|2|selected,euclidean|mahalanobis_diag,complete,36,36,0,,,legacy_manifest,legacy_config,../artifacts/s2c/outputs/experiments/cluster_separability_v20/analysis/near_oos_method_comparison.csv,Near-OOS is difficult,Do not redefine buckets,do_not_repeat,,Historical protocol.
historical_representation_adaptation,historical,legacy,representation_adaptation,How do Frozen CE SupCon and CE-Recon change geometry?,Supervised adaptation can improve K1 while harming K2,CLINC150|BANKING77-OOS|StackOverflow,50,13|42|87,Frozen|CE|SupCon|CE-Recon,1|2|selected,mahalanobis_diag,complete,81,81,0,,,legacy_manifest,legacy_config,../artifacts/s2c/outputs/experiments/minilm_semantic_collision_v22/representation_fixed_results.csv,Collision and rank tradeoff,Use as R1 rationale,do_not_repeat,,Not current canonical results.
historical_pipeline,historical,legacy,cascade_full,Do Gate gains reach full Cascade?,Gate changes can transfer but downstream quality matters,CLINC150|BANKING77-OOS|StackOverflow,50,42,Frozen|CE-Recon|baseline,1|selected,,complete,12,12,0,,,legacy_manifest,legacy_config,../artifacts/s2c/outputs/experiments/cascade_repair/gpu_kir50_seed42/,Representative historical Cascade,Do not expand before downstream audit,do_not_repeat,,Not current protocol.
e1_gate_smoke,E1,protocol_v2_textoir_v1,gate_smoke,Does the active data protocol load end to end?,The three-dataset contract is executable,CLINC150|Banking77|StackOverflow,25|50|75,42,Frozen,1|2,euclidean|mahalanobis_diag,complete,36,36,0,,,e1_manifest,e1_config,../artifacts/s2c/runs/protocol_v2_textoir_v1/summaries/e1_gate_smoke.csv,36/36,Freeze as protocol smoke,do_not_repeat,,
e2_gate_core_dense,E2,protocol_v2_textoir_v1,gate_core_dense,How do KIR K and distance affect Gate?,No universal K and dataset-conditional geometry,CLINC150|Banking77|StackOverflow,10|20|25|30|40|50|60|70|75|80|90,13|42|87|100|123,Frozen,1|2|3|4|5,euclidean|mahalanobis_diag,complete,1650,1650,0,,,E2_PROVENANCE_SNAPSHOT.json,E2_CODE_SNAPSHOT.patch,../artifacts/s2c/runs/protocol_v2_textoir_v1/summaries/e2_closeout/,No universal K,Must not rerun,do_not_repeat,,E2 frozen.
e3_mechanisms,E3,protocol_v2_textoir_v1,partition_control_and_diagnostics,Is KMeans gain semantic or merely more boundaries?,KMeans gain depends on local structure and coverage risk,CLINC150|Banking77|StackOverflow,25|50|75,13|42|87|100|123,Frozen,2|3|4|5,euclidean|mahalanobis_diag,complete,900,900,0,,,E3_PROVENANCE_SNAPSHOT.json,E3 configs,../artifacts/s2c/runs/protocol_v2_textoir_v1/e3_mechanisms/summaries/,Banking conditional; CLINC/StackOverflow not universal,Do not extend E3,do_not_repeat,e2_gate_core_dense,720 control + 180 diagnostic groups.
r1_geometry_preserving_representation,R1,protocol_v2_textoir_v1,geometry_preserving_ce_recon,Can geometry preservation reduce collision without destroying multimodality?,CE-Recon plus pairwise relation preservation improves K1/near-OOS and retains local structure,clinc150|banking77|stackoverflow,0.50,13|42|87,frozen_minilm|ce_recon|ce_recon_geometry,1|2,euclidean|mahalanobis_diag,completed_but_superseded_by_contract_audit,108,108,0,2026-07-28,2026-07-28,b471ce9ceae059c664a458337bf742c7889b5d688f81fc8590ffa880e0863bd8,e6b5aa6e49cee4c220de96d718142720c69f2eae03b4a2cd4131d917714a6d13,../artifacts/s2c/runs/protocol_v2_textoir_v1/r1_geometry_preserving_representation/summaries/R1_CLOSEOUT.md,Gate predictions retained; geometry statistics invalid_metric_implementation; near-OOS exploratory_test_defined_bucket,contract_audit_complete,do_not_repeat,historical_representation_adaptation,Preserved unchanged. Gate predictions remain usable historical evidence; geometry fields are superseded because student intra/inter accidentally used teacher distances; near/far rows are exploratory because test OOS defined cutpoints.
r1_geometry_preserving_representation_full,R1_full,protocol_v2_textoir_v1,geometry_preserving_ce_recon_full,Does geometry preservation generalize across KIR and five seeds?,Pilot-supported geometry preservation improves K=1 while K=2 remains diagnostic and dataset-dependent,clinc150|banking77|stackoverflow,25|50|75,13|42|87|100|123,frozen_minilm|ce_recon|ce_recon_geometry,1|2,mahalanobis_diag,completed_but_superseded_by_contract_audit,270,270,0,2026-07-28,2026-07-28,7782b0713f7aef6a1b6829a3651ebe7b40daa08eb7028251032e1972832f6c0d,3ecbfbf70ca4f2b5a71857a46183dea9f738b8f35d832cc607f0d245ab8bf44c,../artifacts/s2c/runs/protocol_v2_textoir_v1/r1_geometry_preserving_representation_full/summaries/R1_FULL_CLOSEOUT.md,Gate predictions retained; geometry statistics invalid_metric_implementation; near-OOS exploratory_test_defined_bucket,contract_audit_complete,do_not_repeat,r1_geometry_preserving_representation,270/270 complete; original artifacts unchanged and excluded from corrected contract claims.
r1_contract_repair_v1,R1_contract_repair_v1,protocol_v2_textoir_v1,representation_contract_audit,Do explicit representation and bucket contracts change the R1 interpretation?,Pooled classifier input plus normalized geometry and validation-only bucket semantics yield auditable R1 evidence,stackoverflow,0.50,42|87|100,frozen_minilm|ce_recon_pooled_head|ce_recon_normalized_head|geometry_ce_recon_pooled_head|geometry_ce_recon_normalized_head,1|2,mahalanobis_diag,complete,42,42,0,2026-07-28,2026-07-28,6f16f299f45074796fcb0896abaf5bb0e23b747e8215f4f9a562ab95b059c301,a606c6fed38914445503ac9d6a7c09fce45ce03a52750f49d90a430786e229c5,../artifacts/s2c/runs/protocol_v2_textoir_v1/r1_contract_repair_v1/R1_CONTRACT_REPAIR_CLOSEOUT.md,K1 contract effects are small; K2 remains boundary-sensitive; formal near-OOS unavailable,completed_but_contract_repaired,do_not_repeat,r1_geometry_preserving_representation,12 trainable checkpoints + 30 Gate units; no test OOS bucket selection; corrected R1_full not authorized.
multicenter_boundary_attribution,boundary_attribution,protocol_v2_textoir_v1,multicenter_boundary_attribution,Is StackOverflow K2 failure caused by covariance score or radius contracts?,A reasonable boundary contract can prevent catastrophic K2 union overcoverage without retraining the encoder,stackoverflow,0.50,42|87|100,frozen_minilm|ce_recon_pooled_head|geometry_ce_recon_pooled_head,1|2,euclidean|mahalanobis_diag,complete,60,60,0,2026-07-28,2026-07-28,16ecffdea31faded6305b9a9d5d5d165ac3a59a008315fdc4c1158f1edcca0d7,f07816b9db182f6d07dd65a5be15085ba076452b402cafa678931ac5ffc3497d,../artifacts/s2c/runs/protocol_v2_textoir_v1/multicenter_boundary_attribution/BOUNDARY_ATTRIBUTION_CLOSEOUT.md,Shared covariance mitigates but no boundary passes the K2 safety gate,Stop fixed KMeans multicenter rescue,do_not_repeat,r1_contract_repair_v1,60 scoring cells; no encoder training; normalized sphere selection and q95 radii worsen union overcoverage.
detector_contract_audit_v1,contract_audit,protocol_v2_textoir_v1,gate_contract_audit,Are StackOverflow results affected by detector acceptance or split-cache alignment defects?,Historical nearest-sphere reproduction and canonical projection must match frozen E2 exactly,stackoverflow,0.50,42,frozen_minilm,1|2,euclidean|mahalanobis_diag,complete,4,4,0,2026-07-28,2026-07-28,detector_contract_audit_v1,working_tree_patch,../s2c/docs/archive/multicenter_diagnostics/research_closeout/contract-audit-2026-07-28.md,E2 metrics reproduced; normalized union is diagnostic only,Keep explicit legacy default and require cache content/order validation,do_not_repeat,multicenter_boundary_attribution,Read-only audit; no new embedding or E2 artifact writes. TEXTOIR ADB smoke is recorded separately under artifacts.
